content,sentiment
good app easy use recommend want cheap easy item theres bug item order didnt order history fix,1
amazon klarma absolutely hand best place shop amazon prime ship free time issue fix refund gift card love amazon prime ⭐ quality service everytime thank ️,1
app picture sad dog star dog wrong click button home page new picture sad dog,-1
love amazon shop order pay easy simple problem help fix customer service excellent recommend,1
love app issue theres guarantee refund good arent described thanks amazon,1
amazon cheat customer wrong information lay customer happen offered item return tried return broken item date return return window close contact customer service return window close return item replace lose money break item,-1
privacy rape force allow camera permission order access storage upload review photo household child piece trash app lose place time exit start scratch reopen star loses review,-1
love amazon update app design bit confusing im try overall great app,1
amazon convenient issue get product undamaged time love,1
ivehad trouble amazon long time ive subject hate crime staff lie delivery address parcel content take original packaging box content original box sim card security seal broken order constantly delay reason get money take money tell permission nice thanks,-1
thing worry company amazon refuse honor warranty buy year warranty product break month state late return,1
think enjoy online shopping amaze collection item fast delivery easy hassle return,1
good c come review team refuse fix constant problem help receive automate message escalate c,-1
work use daily notice hit button checkout shopping reloads cart previously purchase item lead duplicate purchase,1
support inadequate agent refuse provide reference case delete contact deliberately use predatory lender amazon credit card lock account pay warn prey unconscionable contract frequently change eta package day suppose deliver illegally prevent screenshots user right bad faith default subscription mislead pattern practice,-1
simply amaze use amazon buy odd thing able student discount amazon prime ive amazon get prime theyre wonderful price great free ship reliable delivery date track customer service incredible,1
nd order concern extra charge correos order happy price good,1
app cancel deleted item order wait day contact customer service complaint waste time decision deal amazon anymore,-1
order arrive damage wrong item deliver neighbor deliver random person get item order didnt need customer support help thats f minus minus minus id pay bh newegg deal hassle,-1
app easy use suddenly youre allow buy book kindle say new google policy wish sort avid reader love kindle sort,-1
love app write complaint read technically speak useless comment hand thing,1
customer service warranty hard walmart lot disasterous delivery problem year item warrantied finally say item,-1
difficult judge quality brand come ive gotten ive hop monthly subscription yes number pitfall hard recommend like cuz keep spend money doubt stem previous disappointment keep want fact gift option cruel quality isnt guarantee amazon,-1
amazon app handy app like quick order faffing find good easy cheer,1
amazon app convenient spam mt email thing want save later dont problem prime delivery service worth weight gold convenience recommend,1
dont like amazon legit emergency usage phone love go straight seller work cheap amazon,-1
long buy ebooks app use ridiculous hope amazon gon na buy continue purchase ebooks cause horrible im frustrate suddenly expect buy purchase ebook absolutely ridiculous call unnecessary,-1
amazon warn subscribe prime sign charge subscription didnt know go wrong end void debit card end wait new absolutely ridiculous,-1
site helpful time stuff return size wrong pretty good,1
change app option change country app easy access different market,-1
fantastic app functional website clearly considerable effort go solution show,1
second time order deliver inform costumer check im expect hour discover deliver day subscribe year amazon prime disappointed time recommend friend bad app,-1
far app experience good sign shop amozon prime cost dollar month shop lot need thing house app happy shopping,1
excellent quality excellent value money box break look like stepped dont little bit money take account dont,1
amazon favorite place shop online fast easy checkout have prime item come day come day return effortless money refund day amazon literally love,1
star rating bc money trinidad tobago take app click app show lag screen rlly quickly home page phone delete app download twice delete im download rn money usa rlly expensive,-1
get bad update wish list hard scroll map glitching terrible,-1
need grip delivery option thing available day delivery ridiculous reason day wont let choose amazon day delivery inconvenient probably amazon,-1
like convenience live boonies easy line price competitive walmart yearly prime continue rise consider money amazon profit public know cost prime continue rise reason stop anazon,1
user friendly try browse specific department way nice endusers customize experience fix app,-1
love amazon shop app easy use navigate im techsavvy explore app fine app make easy savefavorite item later date easy reload gift card balance lot item offer free shipping,1
web browser work well app doesnt loadwork im data use data app limited item allow view miss old amazon app,-1
hate damn app account hold reason ive order shirt pant sudden thats consider suspicious activity happen past irritating,-1
ive pleased way amazon conduct business ive problem return excite prime member,1
reason prime anymore order delivered couple day way process monthly fee terrible use online bank account pay monthly fee forget transfer money account card file payment doesnt matter card run card dont send notification say card decline try card file,1
love fast easy shop amazon rude clerk return didnt work,1
new update laggy view product detail slowly render like load web page product detail dont fully load ui button expand text miss randomly doesnt matter search itll drown sponsored item,-1
pay prime delivery take long postal service pay prime day day delivery offer day schedule delivery sorry order delay warehouse mile residence maybe week delivery lucky check actual seller delivery maybe faster longer pay prime dont deserve money anymore,-1
amazon egypt order payment process step receive payment failure application cancel moment later receive payment deduction message bank call say wait work day money brother order product receive matching product spec try write review warn say month post,-1
amazon trade convenience high price expensive excellent customer service sort party sell stuff store cost notice lot well,-1
doesnt let select price range difficult product exact range end buy product want sell,-1
love app easy convenient far shopping go prime service love show available delivery service ok question deliver safe place mean dont driver photos like use half time package miss dont wrong replace right away inconvenient,-1
prime year mother day company tear dollar customer wrong hour argue refund automatic migraine tear supposedly hour buyer ware,-1
amazon change review protocols write seller bad service bad shipping horrible customer service way good review bad review stop wm lately well service ship complain problem question ask refunded amazon battle return replace broken item amazon fail sad,-1
change region app wont open work perfectly uk com use browser,-1
amazon faithful pandemic fast easy way essential nonessential item great experience rare occasion necessary customer service love vast product selection ability ship multiple address ship speed amazon wallet,1
amazon tiene bueno servicios cuando son membresía sin la cuenta prime la cosas tardan nunca llega receive package get trouble miss order fraudulent people stole bank account information try money happen time wonder know time buy received bank account notification,-1
like way thing hard hard p stop shove alexa face constantly stop,-1
horrible customer service horrible account assistance recently phone link account deactivate lose phone number permanently im try attach new im clearly log try change number sends verification website link deactivate phone contact account change verify suddenly need charge id provide dont use bank amazon help,-1
time recently order x hour youll receive x time totally ask heart button save wish list im forever touch mistake,-1
love shopping amazon coolest thing youll buy customer service amaze,1
proud ex amazonian know amazon care customer plus shopping continue amazon end amazon prime item ️,1
ive app wonderful maybe early way app go quality faster self confidence let way scams pas obviously make people lose money problem change password sign hell happen app well love god fix damn app,-1
time open app work minute crash annoy make wonder pay prime worth browse amazon,-1
dont wrong app good option place pay order thing option narrow buy 🇵🇷 thats shame case pay prime membership free shipping time pay double item know buy country delivery fast happy good quality good,-1
amazon best place shop customer amazon number year amazon reliable customer service excellent customer service customer service representative hear voice repeat buzz word discuss management meeting think customer want hear amazon customer,1
app pretty good like improvement filter difficult figure contact seller ive pass buy item ask seller question,1
scroll break try look list wont item,-1
amazon amaze allows purchase thing time item store original helpful,1
hate order splitthat wastage timeso wait delivery different daysvery disguistingid week deliver,-1
amazon easy order day order purchase free ship low im sure free shipping prim video account free ive amazon app buying far havent problem amazon want need,1
shop experience change bad use enjoy shop stroll picture review picture choppy uneasy scroll there stutterhesitation picture swipe hard time picture zoom use smoother,-1
love shopping amazon happen easy refund help item recommend amazon friend family,1
click filter price auto add filter kill result try filter category wont let filter price feel hand dishonest,-1
overnight ship overnight day ship vday shopping realy day ship maybe day ship prime member beta test dont new definition acceptable know live hour amazon distribution center thing,-1
app useless constant oops doggy pop instead order uninstalled,-1
slow app lot error trouble shoot change language mistake payment difficult resume correct wonder big international company like amazon weak incompetent app,-1
app keep crash uninstalling weird issue untill week zero star,-1
slow app stop try connection bad like youre house load,-1
android app go downhill redesign like crowd flea market content face cancel item button doesnt work item im wait waste time chat guess there customer service button disappear thats right chat think crazy go website access fixthese issue redesign ugly non fluent app,-1
able buy digital content app make worthless use browser guess,-1
package arent time good shopping experience amazon best friend dayshipping,-1
app desperately needs feature lock filter permanent seller button helpful thats present pick category longer tamper setting search itll perfect,1
im get sick tire unauthorized charge account amazon prime simply look app thing purchase go account later saw card charge month permission money saving pay debt tell amazon remove charge think im gon na switch ebay wayfair,-1
app work fine till recently keep changing language set month kinda hassle havent change time open app seach wrong language hard figure change ir,-1
watch wallet recently purchase hot water heater camper list price check email couple day later say pay possible ask policy price jubjectto change essentially time price item check feel rob think corporation honest foolish choice reconfirm price cash go day ask,-1
longer able purchase kindle book app new rule buy product hard copy book kindle book pain neck book want website order instead recent change stupid change,-1
dont want cancel item love emergency come account car great order im thing important year leave w liver payment come june rd thank understanding god bless hu,-1
disappointing use app contact customer service problem order unfortunately happen lot frequently pretty force contact way app lack functionality actual website big negative order amazonsmile prime member dont receive consistent prime service order late lose sad prime fee go quality go,-1
love hate app love there thousand thousand great deal theyll deliver straight home hate make want spend money great deal deliver straight home,-1
ok click deal notification thing know purchase click button refuse let dont want item now say tomorrow dont want item fix,-1
happy present send sachet seed hadnt order instead item order mess order try method contact make sense,-1
order change mail address package arrive porch request problem package come go wrongly po box go old address contractor strip flip time convenient dont like thing operation management set house disable son live constantly think stuff need typically stuff,-1
love item hassle return policy pay prime take extra day big deal app absolutely frustrating day lag freezes stop plz fix update year later suck,1
hi amazon like suggest tiny feature amazon basically featurefunction wrong place sort feature sort feature filter feature instead stand aloneseparate function annoy ecom store separate app amazon dont know important function add filter option kindly necessary change amazon wonderful star sort featur,-1
work time occasionally freeze lock phone need hard reboot device good smileamazon link open app browser,-1
good app need tweak like aliexpress know like page suggestion multi choose list buy wish list delete app need smart thats,-1
issue werent resolve instantly amazon customer support great source online shopping,1
hi kindly provide lightdark mode app shame shop apps ebay request feature ill star developer grant request thanks,-1
par app constantly freezes crash minute search use start try best leave search endeavor select view question button question miss view want view use browser version defect fully resolve definitely star app samsung user,-1
funny mention update remove digital purchase app add order widget dont separate note google track order delivery date youre include description item purchase email send purchase instead list order number,-1
past amazon poor search functionality poor customer service switch tactic buy anymore account deleted congrats loose customer,-1
app close single time open ive uninstalled reinstalled change,-1
primarily use app ebook purchase sure google play store stick oar want purchase ebooks message say use browser log purchase ebooks follow google play store rule thats way thing go point download app,-1
amazon grocery need look direction people house apartment apartment stand outside minute wait sure simple building door say address apartment b right door hard,1
make shop amazon easy great app great service deal customer rep replace defective item easy cooperate new item tomorrow send old week good customer service breath fresh air time confront customer service rep issue resolve worry item broken replace,1
sent broken item customer service return silly return procedure need revamp immediately think amazon well,-1
purchase earphone amazon month stop work tried claim warranty contact company deny service contact amazon say help company doesnt give warranty say year amazon exchange refund day everytime amazon give date date arent,-1
day row im unable pick package amazon locker isnt way contact technical support bug help doesnt radio button situation try use app write review switch different app look web return review wipe clean number star register,-1
great application flaw give consumer opportunity shop home hassle wait line pay purchase make process bearable big complaint amazon item order deliver damage decent customer service tend able handle situation,-1
satisfied app day ago amazon page switch language english spanish speak effin spanish page switch authorization frustrate annoyed angry uninstalling app,-1
chat agent horrible unhelpful close chat issue resolve order rat poorly agent close chat ask prompt rate poor job theyre immediately close chat negatively rat horrible experience need good training,-1
basicly good butsince couple update ago app freeze phone service provider bug happen connect strong wifi update app update good imo freeze ok finally app work,-1
quick easy,1
phone come app instal reason amazon shopping star rating delete phone despite seldom browse guarantee awesome app online shopping dont care freedom choice remove,-1
love amazon product great quality reasonably price look amazon beat walmart lot product selection price,1
app slow package order delayed canceledi pay prime package shouldnt day suppose prime eligible ridiculous,-1
updated spanish im great reading get language preference change english hit save spanish,-1
popuppush notification need category want notification order account suggestionssales need channel unsubscribe thanks,-1
slow unusable galaxy note phone run great amazon app search minute complete complete time gett oops message spend fair chunk cash month app remain way longer look good slow unusable phone internet access fix use service main bug dozen issue,-1
amazon best place need best price deliver door deal go store ice cake,1
great deal stuff come fast definitely refer amazon thing need,1
dont understand amazon fresh sudden doesnt let order order food item android tablet year old use let item month ago tell android compatible amazon fresh brand browser mobile phone check item werent deliver ridiculous im wonder app amazon,-1
app work fine ive issue phone lately like google assistant wasnt work decide try bixby inform mic use amazon fairly scummy opinion,-1
love shopping amazon prime im look research review research best manufacturer seller way,1
buyer beware cheap stuff annoy sale support look localbrick mortar supplier resort time well locally help support neighbourhood jb doesnt need cash,1
like thing easy buy,1
course star review wrong amazon thing useless love way,1
amaze look purchase option option desrer app normally sort stuff day delivery fantastic,1
new update horrible tell problem end time im stop shopping bad,-1
good app thing wish optional ranking list create want st nd rd helpful birthday christmas wed baby registry list people know wantor need idea amazon credit know awesome ok know priority option like order specific order,-1
amazon timely product good delivery take long time reason receive notification delay,1
reason dark mode like app stupid simple youre lose money hate shop amazon even way bright minute add feature dont want million people browse buy eveningnight fix add option doesnt cart everytime add item annoy wait load,-1
love app secret use prime account discount foods great shopping app give kind discount odd time day care fin well price get deliver right door step freak picture shoe exactly drop mean awesome mention food discount prime member yea bravo amazon,1
big fan amazon order cod like click away change item amazon cod available like lose right costumer decision well remove amazon favorite list,-1
look love amazon avid clothes shopper great buying app glitchy hard navigate option app odd id like high deserved,1
interface bad old souq app interface simpler wasnt messy theyre lot mistake happen order lot untrused seller sell fake product app joke compare old souq app,-1
great im huge issue add cart say fail add try buy relook item wont let add list annoy,-1
app easy use need consistent sort filter option recent change prevents purchase kindle book web browser inconvenient youre mix product purchase use app,-1
get likely order grow hit miss ordered vendor sell platform rapid growth control,1
app ok search terrible error constantly switch dog saying opps error end divert dollar trips almostspace hire decent people know theyre,-1
edit manage monthly payment app love amazon app work little gripe leave seller feedback app log mobile browser switch desktop view way app thank,1
theyre try app terrible menu button pull menu open drawer contain shortcut shortcut hide remove drawer take screen scroll list rubberband effect list scroll bite jumps previous position,-1
stupid app suddenly start pop advertisement notification idea bury app preference control notification app sense deliver yes want know think want news stupid item flaw algorithm think wantno start recent update,-1
like say late version app suck older great able thing take long time know photo dog,1
love amazon like quick shipping easy return option dont spend time run store time saver money saver,1
phone english want use app english app keep reset french option change english anymore annoy understand french dont want search translate,-1
amazon pay abortion employee travel app slow bloat way permission try charge prime time check,-1
bad service problem order reorder get wrong item cost half order item cost,-1
love work easy purchase item little difficult think intentional showing competition,1
go star star customer service horrible amazon make hard hold somebody customer service reps incompetent slowly ebay shady seller shady item,-1
normally star review app usually performs update cause lag try navigate app edit list like example try item list brings page try delete item freeze freeze constantly webpage perform slowlybuggy well app present date thats im fix,-1
love shopping amazon fast cost effective easy irritation main complaint youre prime member course want buy thing prime member constantly hit button tell app thats shop understandable time shop day hit little button slide yes shop prime continuously single thing pas,-1
horrible try use st time say download app create account new user orderwell st try garden thing plant food cactus food n soil come add thats free delivery didnt new account holder n download appi wait til customer service call explain issue help,-1
incredibly slow load purchase option show need change size color selection ridiculous literally minute alter selection click photo image close thats second zoom work overall good app aspect make able select size option need fix problem phone consider late android thank,-1
app great scam great look need think way well wish,-1
amazon great recent app update absolute load rubbish thing menu harder use star app change give star day week app upgrade nightmare,-1
prime year lateness common lately raise membership price day ship isnt guarantee customer service pull answer blame problem amazon music service trash prime video bottem teir best new people look buy membership know good option dont fall gimmick,-1
probably best shop app globally love world trust protects buyer,1
online gamble play year send amazon accept alright havent receive penny complain beg cried need badly ask help nicely nicely avail im disable thats cry beg severe ptsd unable drive think delete like bad habit time actually talk live person accidentally hungup,-1
app phone point yesterday today go spanish unfortunately dont speak read spanish good app give uninstaller navigate try reset english,-1
app trash use pc ive able open link send text jumping hoops end home page apps button cart area place order button app lag youll place order endless scroll review section lot bad app need new brain,-1
dont prime prime fun dont pay driver dont respond support flex driver longer company doesnt know run properly care make money yall rich,-1
think son crazy amazon dont store use amazon cheap walmart dont suck extra purchase stroll store actually buy entire assembled bedroom set cheap wayfair month scary successful purchasedelivered door amazon game changer live boonies place florida key mo store return super easy,1
amazon security bad scammer withdraw money account item didnt pay subscription didnt account debit £ prime subscription check account state im amazon fix security breech market need refund money refund money,-1
ive app long time amaze randomly switch spanish matter time switch english profile page spanish eventually go completely spanish,-1
regular customer amazon prime good year love able exactly want utterly astound ive open business account work,1
reason doesnt let review reach time costumer service fix problem get pretty frustrating disappointing,-1
there amazon love prime subscription online shop thing work schedule allow convenient,1
great experience shopping amazon fast ship item come packed ive bad experience clean liquid leak hat send loss cleaning liquid overall awesome wait thank amazon make shop easier affordable,1
year love able bulk buy deliver day subscribe save great option,1
issue open order menu say go wrong end use web browser check order find past order want reorder,-1
love amazon shop maybe little north america shopping china good big size big,1
month change layout improvement thing notice different need relearn use float alexa button turn search function horrible advanced search lucky result relevant,-1
ap work fine wont order order online fine chance fix love ap work,-1
amazon go way hill charge membership get broken item wrong size point dont leave house ups return order break wrong get frustrated keep get bad,-1
app run fine buy digital content buy music music app soi guess im need run near,-1
overall ok monthly cost high im debate cancel service like netflix,-1
well longer save later list item item save,-1
item hit miss hard review seller bribe customer,-1
ship need improve item way long ship im pay prime membership directly online store order free faster ship amazon allow scalp item time,-1
purchasing option easy isnt spending difficult,1
love household need finger baby helpful item deliver door diaper wipe essential oil clothe lamp shampoo lotion thing family need shop local alaska option,1
order section display keep search recent order deliver week ago order return send doesnt receive problem past,-1
use app daily there reason amazon best figure covid hit amazon start year prior goto store food wise love hr delivery pet need household furniture amazon make easy occasional return process easy follow credit immediately give star diehardninerfan,1
amazon easy return khols barcaodegreatly appreciate thank near pickup locationsno worry steal packagesbut downside amazon ur break pocketsaddictive shopping dont usually buy alot usual,1
busy schedule option retail store decently price l like know use reward rat star dont want amazon think cat meow continue perform good work,1
recent update bring need performance improvement navigation get totally fubared list order cart home accesible,-1
update april account spanish try time rest english unable upset dont understand spanish delete account,-1
love shopping amazon save time go grocery store item dont need right away love payment option item ️️️,1
hard product look picture read description prime order return problem amazon give problem waste time order online product,-1
irrelevant search result contact technical support say stop prime join notification single time open app pop cover homepage want buy product dont care shameful ridiculous yall big update purchase get notification say deliver wasnt contact amazon dummy girl help crappie,-1
use sort option like price low high filter price thousand option design waste time look thousand item,-1
issue try order month load uhoh message ridiculous need fix use amazon nonperishable shopping need clothe gift spend lot money monthly get extremely frustrate problem hope read review lose customer,-1
deceptive predatory cancel subscription app browser browser open app know exactly youre try cheap deceptive,-1
crazy thing app give notification youve receive message instead click button remember check,-1
great time pay annual membership auto pay old card set primary payment method thee card dormant account charge overdraft fee call amazon person speak helpful rude dismissive non sympathetic hung say amazone refund overdraft fee thats business customer service bad dealt,-1
point app unable purchase new use browser comply google play store option create list waste time,-1
love amazon return like ups usp pick free dont like seller make pay return fyi love,1
move time past year retirement finding home buy amazon consistent deliver timely purchase ive city county theyve equally supportive return result issue order error order,1
easy shop app make easy chat execute return need click away,1
good searching car part make model mixed ive spend money buying part store frustration search,-1
convenience find want deliver doorstep make life lot easy recommend friend family sure read particular delivery location payment option date delivery return process easy,1
nice app number appear small weird digit float inside list lags glitch slide fix annoying issue,-1
hate fact merchandise sell amazon china cheaply time use twice break lucky lucky work get,-1
amazon shopping best literally possibly imagine touch fingertip barely take day delivery make return exchange simple online shopping apps ive,1
absolutely best shop experience fair price free shipping ability buy free ship friend familys home address game changer plus,1
search app accurate example search product adult sure specific search list product child adult like search search certain product result absolutely search app perfect,-1
amazon shop right convenience bed shop remove hassle limitation mention ship easily facilitate door drop tell happy amazon shopper,1
time order prompt exactly order pleased amazon prime amazon outlet,1
love ️ amazon account im spoil online shopping convenience order include clothes shoe pocketbooks beat price convenience return reorder size style cause work free try thank amazon shop website choice thanks bring great style designer love ️ ️,1
app slow take forever sigh product picture slow clunky scroll local product support china usual finding exact product unesasarily labour intensive thing general thing ease payment process smooth,1
price get high get point cancel amazon year switch cable double charge pay member watch new movie way care customer love amazon get greedy like rest world,-1
busy work mom wife suffers multiple autoimmune issue amazon amazing brace craft stuff school project use app frequently mamas best friend,1
charge knowledge replace card thing happenedlast order wrong sizewrong colorshopping home night mare,-1
shop amazon love love issue continue shop amazon,1
scroll broken year try reset clear cache reinstalling help trash,-1
buyer beware return accept good rural people literally dont access printer arent tech savvy loyaltydiscounts regular customer tv free purchase new item receive covid endless amount time true business take money expect clearly take advantage,-1
get ta love amazon up subscription cost year fail deliver package week say deliver luckily ive learn order time sensitive thing ebay constantly accurate delivery,-1
love love love amazon dont know id amazon shop time week amazon prime soooo worth amazon echo spot dot love amazon prime video reason get amazon prime free shipping great bonus day ship awesome recommend amazon great,1
amazon let shop hassle sale people review help good choice compare price year,1
amazon favorite shopping platform nowadays put company convenient people use amazon platform buy deliver free prompt inversely force sign prime deal receive day delivery buy £ qualify standard day delivery utterly insane,-1
india support useless fake review dishonest china seller amazon decline wouldnt surprise sale thier decline state,-1
easy browse wide variety choice department amazon prime add bonus subscription,1
best way shop baby product clothe household good appliance appliance rarely mistake ship super fast free prime membership return super easy highly recommend,1
new app suck try change default list n wont let save list default list suck uninstalling wont buying,-1
amazon bad anymore yeah app work work devote prime member begin amazon go hill fast day prime ship week ship best pandemic year prime year operate business amazon supply longer rely amazon business need time drop ball crucial order place week need customer service horrendous,-1
instal onthego use inside amazon fresh store southwark didnt want verify card didnt let scan fresh code useless go tesco instead uninstall thing log,-1
good place shop country im limit item available app user friendly,-1
amazon good order need product great time great return policy,1
worth item amazon prime free delivery special deal low monthly price,1
list downloads hassle use app pc use frequently day state list pain neck past month longer frequently freeze bounce try believe update suddenly im unable download digital content kindle thats big deal amazon google cause whichever fix play nice,1
love fact click pay ship house super convenient covid time lately sure worth stay app falsely show available acceptable delivery day change purchase show conflict info amazon customer service turn semi incorrect,1
place scam dont buy item cause theyre junk break amazon dont want replacement cause item break day non stop get broken thing mail break month im wed ring set,-1
disabled ive challenge able walk best thing convenience like deliver promptness thank amazon,1
amaze app work desktop site convenient overall excellent addition amazon service,1
apps sad oder samsung g day ago tell deliever today day time send mail deliever issuenot mention check price phone increase price phone,-1
good way shop amazon app well offer ability open multiple tab easy share link page object preexist social medium thread allow copypaste link item app app intuitive waysomething like copy link button,1
buy grocery price thing need order stock kid right quantity limit here kicker think youre gon na ooops wasnt available delivery amazon operate way begin theyd past theyre take dwindle customer base grant good bye amazon hello walmart,-1
amazon great place shop convenient prime membership super call card compare price amazon price best appreciate amazon offer amazon smile good feeling know donation charity choice product buy customer service slip bit annoy allinall loyal amazon smile buyer,1
amazon convenient service use im tire cease issue common occurrence im look home page deal number swap add subscription item cart compare view item suddenly turn page ill purchase item minute late deal go entirely theres obvious scam item fake review different item report,1
far im weird area bluetooth speaker go crush weird place shed paypal lb awaits,1
recently start automatically switch french solution manually switch uninstall install easier decide uninstall good english pia try language preference app easy web version app,-1
love shopping amazon efficient lot option im look easy return,1
say day ship prime say estimate shipping delivery time cancel order suppose day run late forgetabout,-1
im addict buy nearly amazon want retailer like personal shopper prime visa card perfect give option financing,1
amazon employee discount thats plus day day delivery complain,1
price longer competitive stock longer case detail buy thing overly complicate,-1
convenient super easy great customer support free delivery option affordable,1
love amazon huge range excellent price super quick delivery plus simple,1
power impossible ahold somebody difficult somebody hack debit card us pay amazon prime need bank statement transaction number wait bank open bank statement jump hoop job im falsely charge company,-1
recently try initiate return qr code doesnt box code bei laptop print code wont app,-1
excellent choice plenty option problem navigating,1
delivery instruction set deliver door house rarely happen delivery people need good job rush dont bother check ups courier prime driver,-1
ud think amazon wud able properly set language setting english way keep go french single time menu sub menu labyrinth impossible properly decent permanent fix get lose try unsub prime,-1
easy convenient way shop prime household need way well price usually thank besos,1
amaze appall convenience ease want amazon poor filter amazon overwhelm user search result broad generic filter group end view item feature offer advanced way search filter,-1
shop amazon fact live outside city convenient pick package amazon hub,1
amazon app extremely convenient place account love amazon buy,1
come redeem money give option id like set direct deposit want verify identity app me take picture backside wont work,-1
customer service amazing item end get steal call customer service kind explain situation give refund hassel thankful customer service star possible,1
love amazon shop need great price free shipping,1
amaze array product choose easy add remove item cart hassle free checkout ship ratespeed issue continue,-1
app keep switch spanish havent share login order history page english keep go spanish fix,-1
quick convenient opinion price especially consider deliver thing straight door handy order household appliance furniture dont truck love amazon shopping ️,1
useful say quality item theres cheap knockoff fast easy use,1
love able order item arrive door day amazingly convenient save time overwhelmed noise constant motion store amazon wonderful app,1
love shopping amazon im look look retro item im impressed,1
pay amazon prime suppose receive order fairly quickly longer case amazon order ship item ive pay new product theyve ship open item time,-1
experience nap hell load damn thing dont know want purchase stuff purchase happen end crash dont waste time load app amazon suck,-1
app need work click prime button browsing sign profile shouldnt sure click app function like actual website uninstalling app,-1
app work great crash single time dont think see bug,1
majority result weed ad terrible sit option omit result sort field apply thing like book completely copy description review option ask seller question query option search app know,-1
ive pleased quality purchase customer service super great especially return easy warn sign step verification lose phone way answer text life past customer support tell new account eventually get phone joke protect account,1
terrible service glitch let look account time tried order impossible hard time closing account,-1
excellent shopping experience probably purchase look variety quality choose delivery super fast return unquestionably easy free item receive good described wrong try amazon love,1
possible star wouldnt amazon actually dupe people didnt happen personally wouldnt believe past month havent receive response amazon app team block account suspicious transaction till havent gotten money order arrive gon na order outside country amazon dont people money,-1
app need total overhaul update totally customer friendly use text notification delivery update good anymore miss lot,-1
need help put text shirt text middle put corner instead somebody help fix bother amazon contact help anybody know contact,1
frustrated ive problem app till purchase kindle book app anymore want fix,-1
ive shopping amazon year mani love place like shop mall yeaah thankyou make possible great merch super good price great day patrick,1
prime pay prime fast delivery amaze covid hit understandably delivery take long craps prime lack greatly step good rating,-1
horrible lost dollar app receive happen twice credit start order go fine order thing app say order stuff order proceed money try contacting say,-1
customer support raise membership price take away customer chat feature callback feature phone ring company grown big good high time competitor market share bring amzn stock price,-1
excellent selection extremely fast prime delivery easy order previous purchase history,1
gribeen amazon app time day night problem easy return mainly clothe mind amazon best choice recommend want buy,1
love app hate way payment cause ill pay item monday pending double charge money purchase button hit week later cause stuff auto pay take amazon like diff way charge prime item chagered separately delivery chagered item price,-1
fast faultless service occasionally item damage especially book independent bookseller well care rarely wrong size item send,1
lately past order load stuff arrive website info inconvenient,-1
uploaded code say loaded account successfully checkout allow pay item say problem add payment method help,-1
respond customer email problem fix app fail use app time past week get oops go wrong notification try check upcoming delivery account information search ive uninstalled reinstall,-1
app run efficiently shop peace second dog keep show message say oopssomething go wrong highly aggravate try reinstall app launch ridiculous,-1
love amazon literally buy amazon great price quick ship customer service nd,1
awesome way need issue amazon good thing way amazon treat please ship information time definitely recommend amazon way save day money best,1
shop time person look absolutely research educate purchase remove impulsive shop public retail store people concentrate item prime ship free kinda membership fee couple day town lot use locker time locker convenience store item deliver locker fraction price store,1
believe easy shop cheap island live membership give free shipping nowadays penny count delivery straight door lately box come shamble box broken smash like thrown lot far broken shopping amazon bless tell friend family use amazon love shop locally money doesnt far day,1
new amazon product time far item return successfullreturn faulty product adequatefor purpose purchaseda replacement item product picture maliciously change ccominucating amazon customer service supplier item ship item ordered package happy customer service amazon product suppliervendor,1
great firesticks k stick cube able want load apps add apps pay strip away force thier day ship lol havent gotten lie year,1
enjoy amazon lot problem charge order didnt order wait refund,-1
quick easy purchase issue rd party vendor time,1
app open page section basically button bar totally useless whats point app browser well mobile app app promotion code unfortunately,-1
easy tap download item buy tap item like show price size available like online shopping amazon like choice ty,1
ui terrible app laggy get ta traverse different page thing like previous order order tracking,-1
truly appreciate amazon prim big benefit small monthly price free shipping order amazon free delivery pickup locker quick trip close live dont worry package sit porch pick work actually make life little stressful thanks amazon,1
amazingly easy exactly want fast shipping easy return,1
love app frustrate time layout change hard stuff wish prime device integration well,1
good prime item come sooner allows prime there alot item buy rip item probably cheap item time search,1
good bad app good bad fact ill switch wish app ive gotten lot feedback customer service help wish,1
ive amazon app way windows phone change ive big issue buy digital content app anymore whats point app purchase thing spend kindle book fix,-1
easy shop app navigate app easy crash bad app ive issue excellent customer service smooth return process shopping,1
amazon decide include videos annoy point app unusable scrolling page irrelevant sponsor result search item,-1
application year normally enjoy simple design occasionally amazon make change format customer adjust overall application make easy buy return item objection believe amazon allow false review favor product,1
take away ability buy ebooks app refuse kindle price instead claim kindle unlimited banner available instantly free wait wishlist web browser actual cost ebook book actually free dont understand refuse state price restrict purchase app,-1
multiple time order say date soon say ship delivery date change drastically ive cancel order amazon prime wasnt like sure change improving,1
useful straightforward app make order breeze bad debit card good lol visually engage lay app big free smooth fast excellent,1
deliver time range door easy return read prior help satisfaction option item save unopened item gas charge build cost new way life ay gallon,1
order smooth sail cousin look product order young generation well know legitimate product,1
app run slow delay response month unable access order screen load say oops go wrong internet connection app,-1
love amazon shopping time work day problem send refund like ebay open case wait day money plus amazon,1
united state credit card bill shipping address app want charge ship eligible select free shipping check default foreign currency spend worth time switch person whats happen amazon,-1
